DATE,Address,Leese's Date,Title,Note
27.10.2010 Edged and numbered 5 in blue (part of),Flat 2208 Landmark East Tower (twentieth floor flat),04.10.2010 999 years from 1.1.2009,AGL220592,
27.10.2010 Edged and numbered 5 in blue (part of),Flat 2002 Landmark East Tower (twentieth floor flat),07.10.2010 999 years from 1.1.2009,AGL220593,
27.10.2010 Edged and numbered 5 in blue (part of ),Flat 2209 Landmark East Tower (twentieth floor flat),05.10.2010 999 years from 1.1.2009,AGL220594,
27.10.2010 58 in blue on supplementary plan 1,Parking space 158 Landmark East Tower (basement level),21.09.2010 999 years from 1.1.2009,AGL220597,
28.10.2010 Edged and numbered 5 in blue (part of),Flat 1980 Landmark East Tower (nineteenth floor flat),13.10.2010 999 years from 1.1.2009,AGL220663,
28.10.2010 Edged and numbered 5 in blue (part of),Flat 1609 Landmark East Tower (sixteenth floor flat),02.09.2010 999 years from 1.1.2009,AGL220686,
29.10.2010 Edged and numbered 5 in blue (part of),Flat 1301 Landmark East Tower (thirteenth floor flat),04.10.2010 999 years from 1.1.2009,AGL220769,
29.10.2010 Edged and numbered 5 in blue (part of),Flat 1210 Landmark East Tower (twelfth floor flat),20.10.2010 999 years from 1.1.2009,AGL220776,
29.10.2010 Edged and numbered 5 in blue (part of),Flat 1809 Landmark East Tower (eighteenth floor flat),18.08.2010 999 years from 1.1.2009,AGL220779,
29.10.2010 Edged and numbered 5 in blue (part of),Flat 2001 Landmark East Tower (twentieth floor flat),05.10.2010 999 years from 1.1.2009,AGL220781,
29.10.2010 59 in blue on supplementary plan 1,Parking space 38 Landmark East Tower (basement level),05.10.2010 999 years from 1.1.2009,AGL220785,
29.11.2010 Edged and numbered 5 in blue (part of) dated 29/07/20,Flat 2007 Landmark East Tower (twentieth floor flat) .,01.10.2010 999 years from 1.1.2009,AGL220787,See
01.11.2010 Edged and numbered 5 in blue (part of),Flat 1310 Landmark East Tower (thirteenth floor flat),05.10.2010 999 years from 1.1.2009,AGL220851,
01.11.2010 Edged and numbered 5 in blue (part of),Flat 1110 Landmark East Tower (eleventh floor flat),05.10.2010 999 years from 1.1.2009,AGL220855,
02.11.2010 Edged and numbered 5 in blue (part of),Flat 1411 Landmark East Tower (fourteenth floor flat),18.10.2010 999 years from 1.1.2009,AGL220894,
03.11.2010 Edged and numbered 5 in blue (part of),Flat 1703 Landmark East Tower (seventeenth floor flat),10.09.2010 999 years from 1.1.2009,AGL220981,
03.11.2010 Edged and numbered 5 in blue (part of),Flat 2202 Landmark East Tower (twenty second floor flat),13.10.2010 999 years from 1.1.2009,AGL220991,
03.11.2010 Edged and numbered 5 in blue (part of),Flat 611 Landmark East Tower (sixth floor flat),22.10.2010 999 years from 1.1.2009,AGL220994,
03.11.2010 Edged and numbered 5 in blue (part of),Flat 2807 Landmark East Tower (twenty eighth floor flat),01.10.2010 999 years from 1.1.2009,AGL220995,
03.11.2010 Edged and numbered 5 in blue (part of),Flat 2608 Landmark East Tower (twenty sixth floor flat),22.10.2010 999 years from 1.1.2009,AGL220997,
03.11.2010 Edged and numbered 5 in blue (part of),Flat 2704 Landmark East Tower (twenty seventh floor flat),01.10.2010 999 years from 1.1.2009,AGL220999,
03.11.2010 62 in blue on supplementary plan 1,Parking space 118 Landmark East Tower (basement level),18.10.2010 999 years from 1.1.2009,AGL221071,
04.11.2010 Edged and numbered 5 in blue (part of),Flat 1204 Landmark East Tower (twelfth floor flat),28.10.2010 999 years from 1.1.2009,AGL221139,
04.11.2010 63 in blue on supplementary plan 1,Parking space 112 Landmark East Tower(basement level),28.10.2010 999 years from 1.1.2009,AGL221147,
04.11.2010 Edged and numbered 5 in blue (part of),Flat 1906 Landmark East Tower (nineteenth floor flat),21.10.2010 999 years from 1.1.2009,AGL221175,
04.11.2010 64 in blue on supplementary plan 1,Parking space 37 Landmark East Tower (basement level),21.10.2010 999 years from 1.1.2009,AGL221193,
05.11.2010 65 in blue on supplementary plan 1,Parking space 156 Landmark East Tower (basement level),10.09.2010 999 years from 1.1.2009,AGL221263,
08.11.2010 Edged and numbered 4 in blue (part of),Flat 3003 Landmark West Tower (thirteenth floor flat),29.09.2010 999 years from 1.1.2009,AGL221324,
08.11.2010 66 in blue on supplementary plan 1,Parking space 55 Landmark East Tower (basement level),29.09.2010 999 years from 1.1.2009,AGL221326,
10.11.2010 Edged and numbered 5 in blue (part of),Flat 2504 Landmark East Tower (twenty fifth floor flat),29.10.2010 999 years from 1.1.2009,AGL221498,
11.11.2010 Edged and numbered 5 in blue (part of),Flat 2802 Landmark East Tower (twenty eighth floor flat),01.10.2010 999 years from 1.1.2009,AGL221621,
12.11.2010 Edged and numbered 5 in blue (part of),Flat 2909 Landmark East Tower (twenty ninth floor flat),26.10.2010 999 years from 1.1.2009,AGL221688,
15.11.2010 Edged and numbered 5 in blue (part of),Flat 2701 Landmark East Tower (twenty seventh floor flat),03.11.2010 999 years from 1.1.2009,AGL221836,
15.11.2010 Edged and numbered 5 in blue (part of),Flat 1909 Landmark East Tower (nineteenth floor flat),21.10.2010 999 years from 1.1.2009,AGL221837,
16.11.2010 Edged and numbered 5 in blue (part of),Flat 2804 Landmark East Tower (twenty eighth floor flat),21.09.2010 999 years from 1.1.2009,AGL221906,
16.11.2010 Edged and numbered 5 in blue (part of),Flat 2201 Landmark East Tower (twenty second floor flat),17.08.2010 999 years from 1.1.2009,AGL221925,
16.11.2010 Edged and numbered 5 in blue (part of),Flat 1904 Landmark East Tower (nineteenth floor flat),03.09.2010 999 years from 1.1.2009,AGL221933,
16.11.2010 Edged and numbered 5 in blue (part of),Flat 2506 Landmark East Tower (twenty fifth floor flat),22.10.2010 999 years from 1.1.2009,AGL221950,
17.11.2010 Edged and numbered 5 in blue (part of),Flat 3604 Landmark East Tower (thirty sixth floor flat),04.11.2010 999 years from 1.1.2009,AGL221961,
17.11.2010 68 in blue on supplementary plan 1,Parking space 149 (basement level),04.11.2010 999 years from 1.1.2009,AGL221962,
18.11.2010 Edged and numbered 5 in blue (part of),Flat 2403 Landmark East Tower (twenty fourth floor flat),26.10.2010 999 years from 1.1.2009,AGL222044,
18.11.2010 Edged and numbered 4 in blue (part of),Flat 1110 Landmark West Tower (eleventh floor flat),26.03.2010 999 years from 1.1.2009,AGL222133,
18.11.2010 Edged and numbered 5 in blue (part of),Flat 2006 Landmark East Tower (twentieth floor flat),19.10.2010 999 years from 1.1.2009,AGL222134,
18.11.2010 Edged and numbered 5 in blue (part of),Flat 501 Landmark East Tower (fifth floor flat),07.09.2010 999 years from 1.1.2009,AGL222135,
18.11.2010 69 in blue on supplementary plan 1,Parking space 156 (basement level),19.10.2010 999 years from 1.1.2009,AGL222136,
19.11.2010 Edged and numbered 5 in blue (part of),Flat 1109 Landmark East Tower (eleventh floor flat),22.10.2010 999 years from 1.1.2009,AGL222147,
19.11.2010 Edged and numbered 5 in blue (part of),Flat 3107 Landmark East Tower (thirty first floor flat),22.10.2010 999 years from 1.1.2009,AGL222204,
22.11.2010 Edged and numbered 5 in blue (part of),Flat 2408 Landmark East Tower (twenty fourth floor flat),26.10.2010 999 years from 1.1.2009,AGL222288,
22.11.2010 74 in blue on supplementary plan 1,Parking space 120 (basement level),26.10.2010 999 years from 1.1.2009,AGL222288,
22.11.2010 Edged and numbered 5 in blue (part of),Flat 2606 Landmark East Tower (twenty sixth floor flat),03.11.2010 999 years from 1.1.2009,AGL222295,
22.11.2010 Edged and numbered 5 in blue (part of),Flat 3409 Landmark East Tower (thirty fourth floor flat),22.10.2010 999 years from 1.1.2009,AGL222343,
22.11.2010 Edged and numbered 5 in blue(part of),Flat 2407 Landmark East Tower (thirty fourth floor flat),05.11.2010 999 years from 1.1.2009,AGL222344,
22.11.2010 75 in blue on supplementary plan 1,Parking space 31 (basement level),05.11.2010 999 years from 1.1.2009,AGL222344,
22.11.2010 Edged and numbered 5 in blue (part of),Flat 3308 Landmark East Tower (thirty third floor flat),22.10.2010 999 years from 1.1.2009,AGL222345,
23.11.2010 Edged and numbered 5 in blue (part of),Flat 2808 Landmark East Tower (twenty eighth floor flat),15.09.2010 999 years from 1.1.2009,AGL222442,
23.11.2010 Edged and numbered 5 in blue (part of),Flat 1804 Landmark East Tower (eighteenth floor flat),17.08.2010 999 years from 1.1.2009,AGL222443,
16.11.2010 Edged and numbered 5 in blue (part of),Flat 1803 Landmark East Tower (eighteenth floor flat),17.08.2010 999 years from 1.1.2009,AGL221949,
16.11.2010 67 in blue on supplementary plan 1,Parking space 40 (basement level),22.10.2010 999 years from 1.1.2009,AGL221951,
25.11.2010 Edged and numbered 5 in blue (part of),Flat 1508 Landmark East Tower (fifteenth floor flat),06.09.2010 999 years from 1.1.2009,AGL222610,
26.11.2010 Edged and numbered 5 in blue (part of),Flat 3507 Landmark East Tower (thirty fifth floor flat),05.11.2010 999 years from 1.1.2009,AGL222694,
26.11.2010 Edged and numbered 5 in blue (part of),Flat 1105 Landmark East Tower (eleventh floor flat),12.10.2010 999 years from 1.1.2009,AGL222697,
29.11.2010 Edged and numbered 4 in blue (part of),Flat 609 Landmark West Tower (sixth floor flat),25.10.2010 999 years from 1.1.2009,AGL222770,
29.11.2010 Edged and numbered 5 in blue (part of),Flat 3008 Landmark East Tower (thirtieth floor flat),02.11.2010 999 years from 1.1.2009,AGL222786,
01.12.2010 Edged and numbered 5 in blue (part of),Flat 1504 Landmark East Tower (fifteenth floor flat),19.11.2010 999 years from 1.1.2009,AGL223003,
01.12.2010 Edged and numbered 5 in blue (part of),Flat 411 Landmark East Tower (fourth floor flat),04.11.2010 999 years from 1.1.2009,AGL223004,
01.12.2010 Edged and numbered 76 in blue on supplementary plan 1,Parking space 78 (Landmark Car Park),05.11.2010 999 years from 1.1.2009,AGL223005,
01.12.2010 Edged and numbered 4 in blue (part of),Flat 2505 Landmark West Tower (twenty fifth floor flat),05.11.2010 999 years from 1.1.2009,AGL223005,
03.12.2010 Edged and numbered 5 in blue (part of),Flat 1304 Landmark East Tower (thirteenth floor flat),11.11.2010 999 years from 1.1.2009,AGL223098,
03.12.2010 Edged and numbered 5 in blue (part of),Flat 3208 Landmark East Tower (thirty second floor flat),04.11.2010 999 years from 1.1.2009,AGL223108,
08.12.2010 Edged and numbered 5 in blue (part of),Flat 1010 Landmark East Tower (tenth floor flat),08.09.2010 999 years from 1.1.2009,AGL223400,
08.12.2010 Edged and numbered 5 in blue (part of),Flat 3304 Landmark East Tower (thirty third floor flat),02.11.2010 999 years from 1.1.2009,AGL223413,
09.12.2010 Edged and numbered 4 in blue (part of),Flat 1502 Landmark West Tower (fifteenth floor flat),19.11.2010 999 years from 1.1.2009,AGL223478,
09.12.2010 Edged and numbered 81 in blue on supplementary plan 1,Parking space 4 (Landmark Car Park),25.11.2010 999 years from 1.1.2009,AGL223478,
10.12.2010 Edged and numbered 5 in blue (part of),Flat 3906 Landmark East Tower (thirty ninth floor flat),25.11.2010 999 years from 1.1.2009,AGL223527,
10.12.2010 Edged and numbered 79 in blue on supplementary plan 1,Parking space 145 (basement level),25.11.2010 999 years from 1.1.2009,AGL223548,
10.12.2010 Edged and numbered 5 in blue (part of),Flat 4206 Landmark East Tower (forty second floor flat),05.11.2010 999 years from 1.1.2009,AGL223581,
10.12.2010 80 on the supplementary plan,Parking space 134 & 135,05.11.2010 999 years from 1.1.2009,AGL223581,
10.12.2010 Edged and numbered 5 in blue (part of),Flat 3109 Landmark East Tower (thirty first floor flat),12.11.2010 999 years from 1.1.2009,AGL223594,
13.12.2010 Edged and numbered 5 in blue (part of),Flat 3305 Landmark East Tower (thirty third floor flat),22.10.2010 999 years from 1.1.2009,AGL223654,
13.12.2010 82 on the supplementary plan,Parking space 152 (basement level),22.10.2010 999 years from 1.1.2009,AGL223654,
15.12.2010 Edged and numbered 5 in blue (part of),Flat 1708 Landmark East Tower (seventeenth floor flat),15.11.2010 999 years from 1.1.2009,AGL223805,
15.12.2010 83 on the supplementary plan,Parking space 161 (basement level),15.11.2010 999 years from 1.1.2009,AGL223805,
15.12.2010 Edged and numbered 5 in blue (part of),Flat 3804 Landmark East Tower (thirty eighth floor flat),12.11.2010 999 years from 1.1.2009,AGL223815,
15.12.2010 Edged and numbered 5 in blue (part of),Flat 2809 Landmark East Tower (twenty eighth floor flat),01.10.2010 999 years from 1.1.2009,AGL223842,
15.12.2010 Edged and numbered 5 in blue (part of),Flat 3504 Landmark East Tower (thirty fifth floor flat),12.11.2010 999 years from 1.1.2009,AGL223859,
15.12.2010 Edged and numbered 5 in blue (part of),Flat 3509 Landmark East Tower (thirty fifth floor flat),12.11.2010 999 years from 1.1.2009,AGL223862,
15.12.2010 78 on the supplementary plan,Parking space 34 (basement level),12.11.2010 999 years from 1.1.2009,AGL223863,
17.12.2010 Edged and numbered 5 in blue (part of),Flat 3005 Landmark East Tower (thirtieth floor flat),01.12.2010 999 years from 1.1.2009,AGL224043,
17.12.2010 Edged and numbered 5 in blue (part of),Flat 2204 Landmark East Tower (twenty second floor flat),06.10.2010 999 years from 1.1.2009,AGL224044,
20.12.2010 Edged and numbered 5 in blue (part of),Flat 2207 Landmark East Tower (twenty second floor flat),18.11.2010 999 years from 1.1.2009,AGL224122,
22.12.2010 Edged and numbered 5 in blue (part of),Flat 4107 Landmark East Tower (forty first floor flat),08.12.2010 999 years from 1.1.2009,AGL224147,
20.12.2010 Edged and numbered 5 in blue (part of),Flat 1611 Landmark East Tower (sixteenth floor flat),06.12.2010 999 years from 1.1.2009,AGL224154,
20.12.2010 Edged and numbered 5 in blue (part of),Flat 4006 Landmark East Tower (fortieth floor flat),23.11.2010 999 years from 1.1.2009,AGL224163,
20.12.2010 Edged and numbered 5 in blue (part of),Flat 1201 Landmark East Tower (twelfth floor flat),16.11.2010 999 years from 1.1.2009,AGL224170,
20.12.2010 70 on the supplementary plan,Parking space 154 (basement level),23.11.2010 999 years from 1.1.2009,AGL224172,
20.12.2010 Edged and numbered 5 in blue (part of),Flat 2706 Landmark East Tower (twenty seventh floor flat),16.11.2010 999 years from 1.1.2009,AGL224173,
20.12.2010 84 on the supplementary plan,Parking space 122 (basement level),16.11.2010 999 years from 1.1.2009,AGL224173,
20.12.2010 Edged and numbered 5 in blue (part of),Flat 1509 Landmark East Tower (fifteenth floor flat),16.11.2010 999 years from 1.1.2009,AGL224174,
20.12.2010 85 on the supplementary plan,Parking space 161 (basement level),16.12.2010 999 years from 1.1.2009,AGL224174,
21.12.2010 Edged and numbered 5 in blue (part of),Flat 2709 Landmark East Tower (twenty seventh floor flat),16.12.2010 999 years from 1.1.2009,AGL224182,
21.12.2010 Edged and numbered 5 in blue (part of),Flat 2803 Landmark East Tower (twenty eighth floor flat),16.11.2010 999 years from 1.1.2009,AGL224200,
21.12.2010 Edged and numbered 5 in blue (part of),Flat 3108 Landmark East Tower (thirty first floor flat),16.11.2010 999 years from 1.1.2009,AGL224216,
21.12.2010 Edged and numbered 5 in blue (part of),Flat 2003 Landmark East Tower (twentieth floor flat),26.11.2010 999 years from 1.1.2009,AGL224223,
22.12.2010 Edged and numbered 5 in blue (part of),Flat 3506 Landmark East Tower (thirty fifth floor flat),23.11.2010 999 years from 1.1.2009,AGL224264,
22.12.2010 Edged and numbered 5 in blue (part of),Flat 3207 Landmark East Tower (thirty second floor flat),16.11.2010 999 years from 1.1.2009,AGL224294,
22.12.2010 Edged and numbered 5 in blue (part of),Flat 3807 Landmark East Tower (thirty eighth floor flat),12.11.2010 999 years from 1.1.2009,AGL224343,
23.12.2010 Edged and numbered 5 in blue (part of),Flat 1211 Landmark East Tower (twelfth floor flat),26.11.2010 999 years from 1.1.2009,AGL224369,
24.12.2010 Edged and numbered 5 in blue (part of),Flat 711 Landmark East Tower (seventh floor flat),06.12.2010 999 years from 1.1.2009,AGL224564,
24.12.2010 Edged and numbered 5 in blue (part of),Flat 3301 Landmark East Tower (thirty third floor flat),16.11.2010 999 years from 1.1.2009,AGL224570,
24.12.2010 86 on the supplementary plan,Parking space 150 (basement level),16.11.2010 999 years from 1.1.2009,AGL224570,
29.12.2010 Edged and numbered 5 in blue (part of),Flat 1011 Landmark East Tower (tenth floor flat),22.11.2010 999 years from 1.1.2009,AGL224594,
29.12.2010 Edged and numbered 5 in blue (part of),Flat 2902 Landmark East Tower (twenty ninth floor flat),29.11.2010 999 years from 1.1.2009,AGL224595,
29.12.2010 Edged and numbered 5 in blue (part of),Flat 3406 Landmark East Tower (thirty fourth floor flat),26.11.2010 999 years from 1.1.2009,AGL224606,
29.12.2010 87 on the supplementary plan,Parking space 125 (basement level),26.11.2010 999 years from 1.1.2009,AGL224606,
29.12.2010 Edged and numbered 5 in blue (part of),Flat 3104 Landmark East Tower (thirty first floor flat),29.11.2010 999 years from 1.1.2009,AGL224607,
29.12.2010 Edged and numbered 5 in blue (part of),Flat 1206 Landmark East Tower (twelfth floor flat),10.12.2010 999 years from 1.1.2009,AGL224613,
29.12.2010 Edged and numbered 5 in blue (part of),Flat 2502 Landmark East Tower (twenty fifth floor flat),26.11.2010 999 years from 1.1.2009,AGL224625,
29.12.2010 Edged and numbered 5 in blue (part of),Flat 610 Landmark East Tower (sixth floor flat),26.11.2010 999 years from 1.1.2009,AGL224627,
29.12.2010 Edged and numbered 5 in blue (part of),Flat 2406 Landmark East Tower (twenty fourth floor flat),09.12.2010 999 years from 1.1.2009,AGL224628,
30.12.2010 Edged and numbered 5 in blue (part of),Flat 1410 Landmark East Tower (fourteenth floor flat),09.12.2010 999 years from 1.1.2009,AGL224643,
30.12.2010 88 on the supplementary plan,Parking space 162 (basement level),09.12.2010 999 years from 1.1.2009,AGL224643,
31.12.2010 Edged and numbered 5 in blue (part of),Flat 3001 Landmark East Tower (thirtieth floor flat),26.11.2010 999 years from 1.1.2009,AGL224675,
31.12.2010 99 on the supplementary plan,Parking space 151 (basement level),26.11.2010 999 years from 1.1.2009,AGL224675,
07.01.2011 Edged and numbered 5 in blue(part of),Flat 3605 Landmark East Tower (thirty sixth floor flat),30.11.2010 999 years from 1.1.2009,AGL224912,
07.01.2011 89 on the supplementary plan,Parking space 30 (basement level),07.12.2010 999 years from 1.1.2009,AGL225029,
10.01.2011 Edged and numbered 5 in blue (part of),Flat 1307 Landmark East Tower (thirteenth floor flat),18.11.2010 999 years from 1.1.2009,AGL225047,
10.01.2011 Edged and numbered 5 in blue (part of),Flat 509 Landmark East Tower (fifth floor flat),06.12.2010 999 years from 1.1.2009,AGL225049,
10.01.2011 Edged and numbered 5 in blue (part of),Flat 3204 Landmark East Tower (thirty second floor flat),07.12.2010 999 years from 1.1.2009,AGL225050,
10.01.2011 Edged and numbered 5 in blue (part of),Flat 1511 Landmark East Tower (fifteenth floor flat),20.12.2010 999 years from 1.1.2009,AGL225051,
10.01.2011 Edged and numbered 5 in blue (part of),Flat 1603 Landmark East Tower (sixteenth floor flat),08.12.2010 999 years from 1.1.2009,AGL225052,
10.01.2011 Edged and numbered 5 in blue (part of),Flat 4101 Landmark East Tower (forty first floor flat),08.12.2010 999 years from 1.1.2009,AGL225054,
10.01.2011 90 on the supplementary plan,Parking space 127 (basement level),08.12.2010 999 years from 1.1.2009,AGL225053,
10.01.2011 Edged and numbered 5 in blue (part of),Flat 2004 Landmark East Tower (twentieth floor flat),09.12.2010 999 years from 1.1.2009,AGL225054,
10.01.2011 Edged and numbered 5 in blue (part of),Flat 3002 Landmark East Tower (thirtieth floor flat),01.12.2010 999 years from 1.1.2009,AGL225055,
10.01.2011 Edged and numbered 5 in blue (part of),Flat 4004 Landmark East Tower (fortieth floor flat),20.12.2010 999 years from 1.1.2009,AGL225058,
10.01.2011 Edged and numbered 5 in blue (part of),Flat 2404 Landmark East Tower (twenty fourth floor flat),08.12.2010 999 years from 1.1.2009,AGL225059,
10.01.2011 Edged and numbered 5 in blue (part of),Flat 3002 Landmark West Tower (thirtieth floor flat),07.12.2010 999 years from 1.1.2009,AGL225060,
10.01.2011 91 on the supplementary plan,Parking space 53 (basement level),07.12.2010 999 years from 1.1.2009,AGL225060,
10.01.2011 Edged and numbered 5 in blue (part of),Flat 1503 Landmark East Tower (fifteenth floor flat),08.12.2010 999 years from 1.1.2009,AGL225061,
10.01.2011 Edged and numbered 5 in blue (part of),Flat 2406 Landmark East Tower (twenty fourth floor flat),23.09.2010 999 years from 1.1.2009,AGL225062,
10.01.2011 Edged and numbered 5 in blue (part of),Flat 1607 Landmark East Tower (sixteenth floor flat),17.12.2010 999 years from 1.1.2009,AGL225064,
10.01.2011 71 on the supplementary plan,Parking space 115 (basement level),17.12.2010 999 years from 1.1.2009,AGL225064,
10.01.2011 Edged and numbered 5 in blue (Part of),Flat 2407 Landmark East Tower (twenty fourth floor flat),10.12.2010 999 years from 1.1.2009,AGL225088,
10.01.2011 97 on the supplementary plan,Parking space 119 (basement level),10.12.2010 999 years from 1.1.2009,AGL225088,
10.01.2011 Edged and numbered 5 in blue (part of),Flat 1702 Landmark East Tower  (seventeenth floor flat),16.12.2010 999 years from 1.1.2009,AGL225090,
11.01.2011 Edged and numbered 5 in blue (part of),Flat 3309 Landmark East Tower (thirty third floor flat),15.11.2010 999 years from 1.1.2009,AGL225235,
12.01.2011 Edged and numbered 5 in blue (part of),Flat 3907 Landmark East Tower (thirty ninth floor flat),25.11.2010 999 years from 1.1.2009,AGL225286,
12.01.2011 Edged and numbered 5 in blue (part of),Flat 3303 Landmark East Tower (thirty third floor flat),21.12.2010 999 years from 1.1.2009,AGL225287,
12.01.2011 Edged and numbered 5 in blue (part of),Flat 2609 Landmark East Tower (twenty sixth floor flat),17.12.2010 999 years from 1.1.2009,AGL225288,
12.01.2011 Edged and numbered 5 in blue (part of),Flat 3307 Landmark East Tower (thirty third floor flat),22.10.2010 999 years from 1.1.2009,AGL225289,
12.01.2011 Edged and numbered 5 in blue (part of),Flat 3007 Landmark East Tower (thirtieth floor flat),08.12.2010 999 years from 1.1.2009,AGL225290,
12.01.2011 72 in blue on the supplementary plan,Parking space 124 (basement level),06.12.2010 999 years from 1.1.2009,AGL225296,
12.01.2011 Edged and numbered 5 in blue (part of),Flat 3401 Landmark East Tower (thirty fourth floor flat),06.12.2010 999 years from 1.1.2009,AGL225315,
12.01.2011 Edged and numbered 5 in blue (part of),Flat 1707 Landmark East Tower (seventeenth floor flat),21.12.2010 999 years from 1.1.2009,AGL225329,
12.01.2011 Edged and numbered 5 in blue (part of),Flat 2604 Landmark East Tower (twenty sixth floor flat),31.12.2010 999 years from 1.1.2009,AGL225340,
12.01.2011 Edged and numbered 5 in blue (part of),Flat 1604 Landmark East Tower (sixteenth floor flat),17.12.2010 999 years from 1.1.2009,AGL225348,
13.01.2011 Edged and numbered 5 in blue (part of),Flat 402 Landmark East Tower (fourth floor flat),23.11.2010 999 years from 1.1.2009,AGL225364,
14.01.2011 Edged and numbered 5 in blue (part of),Flat 511 Landmark East Tower (fifth floor flat),09.12.2010 999 years from 1.1.2009,AGL225488,
14.01.2011 Edged and numbered 5 in blue (part of),Flat 911 Landmark East Tower (ninth floor flat),09.12.2010 999 years from 1.1.2009,AGL225490,
14.01.2011 Edged and numbered 5 in blue (part of),Flat 3808 Landmark East Tower (thirty eighth floor flat),08.12.2010 999 years from 1.1.2009,AGL225492,
14.01.2011 Edged and numbered 5 in blue (part of),Flat 2805 Landmark East Tower (twenty eighth floor flat),09.12.2010 999 years from 1.1.2009,AGL225494,
14.01.2011 92 on the supplementary plan,Parking space 123 (basement level),09.12.2010 999 years from 1.1.2009,AGL225494,
17.01.2011 Edged and numbered 5 in blue (part of),Flat 3904 Landmark East Tower (thirty ninth floor flat),15.12.2010 999 years from 1.1.2009,AGL225596,
17.01.2011 93 on the supplementary plan,Parking space 163 (basement level),15.12.2010 999 years from 1.1.2009,AGL225596,
17.01.2011 Edged and numbered 5 in blue (part of),Flat 2907 Landmark East Tower (twenty ninth floor flat),09.12.2010 999 years from 1.1.2009,AGL225601,
18.01.2011 Edged and numbered 5 in blue (part of),Flat 3403 Landmark East Tower (thirty fourth floor flat),20.12.2010 999 years from 1.1.2009,AGL225720,
18.01.2011 Edged and numbered 5 in blue (part of),Flat 1701 Landmark East Tower (seventeenth floor flat),10.12.2010 999 years from 1.1.2009,AGL225722,
18.01.2011 Edged and numbered 5 in blue (part of),Flat 3908 Landmark East Tower (thirty ninth floor flat),16.12.2010 999 years from 1.1.2009,AGL225724,
18.01.2011 Edged and numbered 5 in blue (part of),Flat 3003 Landmark East Tower (thirtieth floor flat),21.12.2010 999 years from 1.1.2009,AGL225728,
18.01.2011 Edged and numbered 5 in blue (part of),Flat 3909 Landmark East Tower (thirty ninth floor flat),25.11.2010 999 years from 1.1.2009,AGL225729,
18.01.2011 Edged and numbered 5 in blue (part of),Flat 2602 Landmark East Tower (twenty sixth floor flat),21.12.2010 999 years from 1.1.2009,AGL225731,
18.01.2011 Edged and numbered 5 in blue (part of),Flat 4106 Landmark East Tower (forty first floor flat),16.12.2010 999 years from 1.1.2009,AGL225732,
18.01.2011 94 on the supplementary plan,Parking space 43 (basement level),16.12.2010 999 years from 1.1.2009,AGL225732,
18.01.2011 Edged and numbered 5 in blue (part of),Flat 1108 Landmark East Tower (eleventh floor flat),05.01.2011 999 years from 1.1.2009,AGL225733,
18.01.2011 Edged and numbered 5 in blue (part of),Flat 3910 Landmark East Tower (thirty ninth floor flat),07.12.2010 999 years from 1.1.2009,AGL225757,
18.01.2011 73 on the supplementary plan,Parking space 128 (basement level),07.12.2010 999 years from 1.1.2009,AGL225757,
18.01.2011 Edged and numbered 5 in blue (part of),Flat 1002 Landmark East Tower (tenth floor flat),09.12.2010 999 years from 1.1.2009,AGL225775,
18.01.2011 Edged and numbered 5 in blue (part of),Flat 1308 Landmark East Tower (thirteenth floor flat),15.12.2010 999 years from 1.1.2009,AGL225777,
18.01.2011 Edged and numbered 5 in blue (part of),Flat 3106 Landmark East Tower (thirty first floor flat),09.12.2010 999 years from 1.1.2009,AGL225790,
18.01.2011 Edged and numbered 5 in blue (part of),Flat 1101 Landmark East Tower (eleventh floor flat),06.01.2011 999 years from 1.1.2009,AGL225807,
26.01.2011 Edged and numbered 5 in blue (part of),Flat 2906 Landmark East Tower (twenty ninth floor flat),22.12.2010 999 years from and including 01/01/2009 until and including 31/12/3007,AGL226360,
20.01.2011 Edged and numbered 5 in blue (part of),Flat 3410 Landmark East Tower (thirty fourth floor flat),10.01.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL225923,
20.01.2011 Edged and numbered 5 in blue (part of),Flat 211 Landmark East Tower (second floor flat),06.01.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL225924,
20.01.2011 Edged and numbered 5 in blue (part of),Flat 2203 Landmark East Tower (twenty second floor flat),03.12.2010 999 years from and including 01.01.2009 until and including 31.12.3007,AGL225925,
21.01.2011 Edged and numbered 5 in blue (part of),Flat 3408 Landmark East Tower (thirty fourth floor flat),14.01.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL226042,
21.01.2011 Edged and numbered 5 in blue (part of),Flat 1311 Landmark East Tower (thirteenth floor flat),15.12.2010 999 years from and including 01.01.2009 until and including 31.12.3007,AGL226047,
24.01.2011 Edged and numbered 5 in blue (part of),Flat 2409 Landmark East Tower (twenty fourth floor flat),06.01.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL226162,
24.01.2011 77 in blue on supplementary plan 1,Parking space 121 (basement level),06.01.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL226162,
21.01.2011 Edged and numbered 5 in blue (part of),Flat 1410 Landmark East Tower (fourteenth floor flat),10.01.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL226263,
21.01.2011 Edged and numbered 5 in blue (part of),Flat 3901 Landmark East Tower (thirty ninth floor flat),01.12.2010 999 years from and including 01.01.2009 until and including 31.12.3007,AGL226281,
